2026/1/10,15:40:15,,,
Soft ware,IL STS,Ver.4.7.3,,
TSL,SANTEC,TSL-710,20090003,0003.0051,,,
PowerMeter,SANTEC,MPM-210,20090002,Ver.1.12,,,
 ,Module1,MPM-211,20090004,20090004M211
PowerMonitor,USB-6210 22435060,,,
Start,1545.000000,nm,,
Stop,1555.000000,nm,,
Step,0.000100,nm,,
Speed,1.000000,nm/s,,
Source power,-10.000000,dBm,,
Averaging Time,0.000100,s,,
Power meter range,,dBm,,
TSL PM- range,0,,,
Wavelength(nm),IL Module1_CH1,,,
1545.05780000,-6.45895934,,,
1545.05790000,-6.46032543,,,
1545.05800000,-6.46058090,,,
1545.05810000,-6.45589271,,,
1545.05820000,-6.45470156,,,
1545.05830000,-6.45839879,,,
1545.05840000,-6.46268181,,,
1545.05850000,-6.46509825,,,
1545.05860000,-6.46329624,,,
1545.05870000,-6.46669662,,,
1545.05880000,-6.46052664,,,
1545.05890000,-6.46304834,,,
1545.05900000,-6.46314958,,,
1545.05910000,-6.46220748,,,
1545.05920000,-6.46345915,,,
1545.05930000,-6.46580524,,,
1545.05940000,-6.46170877,,,
1545.05950000,-6.46085264,,,
1545.05960000,-6.46177885,,,
1545.05970000,-6.46060147,,,
1545.05980000,-6.45905464,,,
1545.05990000,-6.46034114,,,
1545.06000000,-6.46264934,,,
1545.06010000,-6.45900556,,,
1545.06020000,-6.45735019,,,
1545.06030000,-6.45685500,,,
1545.06040000,-6.45710378,,,
1545.06050000,-6.45874698,,,
1545.06060000,-6.45854645,,,
1545.06070000,-6.45908281,,,
1545.06080000,-6.45846942,,,
1545.06090000,-6.45392449,,,
1545.06100000,-6.45729171,,,
1545.06110000,-6.45912639,,,
1545.06120000,-6.45782651,,,
1545.06130000,-6.45681075,,,
1545.06140000,-6.45717179,,,
1545.06150000,-6.45801368,,,
1545.06160000,-6.45911386,,,
1545.06170000,-6.46053930,,,
1545.06180000,-6.45949327,,,
1545.06190000,-6.45597160,,,
1545.06200000,-6.45830475,,,
1545.06210000,-6.45844038,,,
1545.06220000,-6.45965452,,,
1545.06230000,-6.46104287,,,
1545.06240000,-6.45993501,,,
1545.06250000,-6.46207142,,,
1545.06260000,-6.46190000,,,
1545.06270000,-6.46071550,,,
1545.06280000,-6.45877011,,,
1545.06290000,-6.45840071,,,
1545.06300000,-6.45884307,,,
1545.06310000,-6.46167030,,,
1545.06320000,-6.45886167,,,
1545.06330000,-6.46018342,,,
1545.06340000,-6.46453802,,,
1545.06350000,-6.46069845,,,
1545.06360000,-6.45952743,,,
1545.06370000,-6.46063152,,,
1545.06380000,-6.46234147,,,
1545.06390000,-6.46584016,,,
1545.06400000,-6.46481699,,,
1545.06410000,-6.46388953,,,
1545.06420000,-6.46347580,,,
1545.06430000,-6.46320780,,,
1545.06440000,-6.46274721,,,
1545.06450000,-6.46420369,,,
1545.06460000,-6.46665317,,,
1545.06470000,-6.46645078,,,
1545.06480000,-6.46890689,,,
1545.06490000,-6.46551662,,,
1545.06500000,-6.46602368,,,
1545.06510000,-6.46221070,,,
1545.06520000,-6.46192770,,,
1545.06530000,-6.46390417,,,
1545.06540000,-6.46358561,,,
1545.06550000,-6.46571524,,,
1545.06560000,-6.46496774,,,
1545.06570000,-6.46088919,,,
1545.06580000,-6.46022810,,,
1545.06590000,-6.46155870,,,
1545.06600000,-6.46186062,,,
1545.06610000,-6.46500284,,,
1545.06620000,-6.46159215,,,
1545.06630000,-6.46474523,,,
1545.06640000,-6.46314885,,,
1545.06650000,-6.46012601,,,
1545.06660000,-6.46091396,,,
1545.06670000,-6.46014961,,,
1545.06680000,-6.46308538,,,
1545.06690000,-6.46553438,,,
1545.06700000,-6.46055427,,,
1545.06710000,-6.45841587,,,
1545.06720000,-6.45919419,,,
1545.06730000,-6.45918829,,,
1545.06740000,-6.46045234,,,
1545.06750000,-6.46331501,,,
1545.06760000,-6.46442072,,,
1545.06770000,-6.46549015,,,
1545.06780000,-6.46434712,,,
1545.06790000,-6.46264522,,,
1545.06800000,-6.46016450,,,
1545.06810000,-6.46120011,,,
1545.06820000,-6.46325212,,,
1545.06830000,-6.46661012,,,
1545.06840000,-6.46764403,,,
1545.06850000,-6.46429398,,,
1545.06860000,-6.46566662,,,
1545.06870000,-6.46625640,,,
1545.06880000,-6.46612446,,,
1545.06890000,-6.46821151,,,
1545.06900000,-6.46488441,,,
1545.06910000,-6.46731486,,,
1545.06920000,-6.46580756,,,
1545.06930000,-6.46974472,,,
1545.06940000,-6.46778420,,,
1545.06950000,-6.46587045,,,
1545.06960000,-6.46725255,,,
1545.06970000,-6.46278936,,,
1545.06980000,-6.46261511,,,
1545.06990000,-6.46445728,,,
1545.07000000,-6.46464868,,,
1545.07010000,-6.46604408,,,
1545.07020000,-6.46482482,,,
1545.07030000,-6.46618864,,,
1545.07040000,-6.46358816,,,
1545.07050000,-6.46674592,,,
1545.07060000,-6.46480851,,,
1545.07070000,-6.46578321,,,
1545.07080000,-6.46623551,,,
1545.07090000,-6.46306572,,,
1545.07100000,-6.46218289,,,
1545.07110000,-6.46309123,,,
1545.07120000,-6.45986347,,,
1545.07130000,-6.46095889,,,
1545.07140000,-6.46298341,,,
1545.07150000,-6.46173054,,,
1545.07160000,-6.46019094,,,
1545.07170000,-6.45802038,,,
1545.07180000,-6.45684034,,,
1545.07190000,-6.45900216,,,
1545.07200000,-6.45292215,,,
1545.07210000,-6.45391485,,,
1545.07220000,-6.45556833,,,
